human,cause,country,birthdate,deathdate,gender_label,religion,occupation
William James Sidis,natural causes,United States of America,1898-04-01T00:00:00Z,1944-07-17T00:00:00Z,male,esotericist,linguist
Arno Schmidt,natural causes,Germany,1914-01-18T00:00:00Z,1979-06-03T00:00:00Z,male,atheism,linguist
Frederic Baraga,natural causes,United States of America,1797-06-29T00:00:00Z,1868-01-19T00:00:00Z,male,Catholic Church,linguist
Abraomas Kulvietis,natural causes,Grand Duchy of Lithuania,1509-01-01T00:00:00Z,1545-06-16T00:00:00Z,male,Lutheranism,linguist
Nicolae Iorga,homicide,Kingdom of Romania,1871-06-05T00:00:00Z,1940-11-27T00:00:00Z,male,Romanian Orthodox Church,linguist
Ajayi Crowther,natural causes,United Kingdom,1806-01-01T00:00:00Z,1891-12-31T00:00:00Z,male,Anglicanism,linguist
Alojz Rebula,natural causes,Italy,1924-06-21T00:00:00Z,2018-10-23T00:00:00Z,male,Catholic Church,linguist
Graciliano Ramos,natural causes,Brazil,1892-10-27T00:00:00Z,1953-01-26T00:00:00Z,male,atheism,linguist
Maurice Baring,natural causes,United Kingdom of Great Britain and Ireland,1874-04-27T00:00:00Z,1945-12-16T00:00:00Z,male,Catholic Church,linguist
Can Yücel,natural causes,Turkey,1926-08-21T00:00:00Z,1999-08-12T00:00:00Z,male,atheism,linguist
Cahit Zarifoğlu,natural causes,Turkey,1940-07-01T00:00:00Z,1987-06-07T00:00:00Z,male,Sunni Islam,linguist
Sejong the Great,natural causes,Joseon,1397-05-15T00:00:00Z,1450-04-08T00:00:00Z,male,Neo-Confucianism,linguist
Ajayi Crowther,natural causes,Nigeria,1809-01-01T00:00:00Z,1891-12-31T00:00:00Z,male,Anglicanism,linguist
Helen Keller,natural causes,United States of America,1880-06-27T00:00:00Z,1968-06-01T00:00:00Z,female,The New Church,linguist
Janwillem van de Wetering,natural causes,Kingdom of the Netherlands,1931-03-12T00:00:00Z,2008-07-04T00:00:00Z,male,Buddhism,linguist
Konstantinas Sirvydas,natural causes,Grand Duchy of Lithuania,1579-01-01T00:00:00Z,1631-08-08T00:00:00Z,male,Catholic Church,linguist
Gavin Douglas,natural causes,Scotland,1474-01-01T00:00:00Z,1522-01-01T00:00:00Z,male,Catholic Church,linguist
Miguel Febres Cordero,natural causes,Ecuador,1854-11-07T00:00:00Z,1910-02-09T00:00:00Z,male,Catholic Church,linguist
Silviu Brucan,natural causes,Romania,1916-01-18T00:00:00Z,2006-09-14T00:00:00Z,male,atheism,linguist
Alojz Rebula,natural causes,Free Territory of Trieste,1924-06-21T00:00:00Z,2018-10-23T00:00:00Z,male,Catholic Church,linguist
Dorothy L. Sayers,natural causes,United Kingdom,1893-06-13T00:00:00Z,1957-12-17T00:00:00Z,female,Anglicanism,copywriter
Konstantinas Sirvydas,natural causes,Polish–Lithuanian Commonwealth,1579-01-01T00:00:00Z,1631-08-08T00:00:00Z,male,Catholicism,linguist
Johan Huizinga,natural causes,Kingdom of the Netherlands,1872-12-07T00:00:00Z,1945-01-01T00:00:00Z,male,Mennonite Church in the Netherlands,linguist
Laleh Bakhtiar,natural causes,United States of America,1938-07-29T00:00:00Z,2020-10-18T00:00:00Z,female,Islam,linguist
Johan Huizinga,natural causes,Kingdom of the Netherlands,1872-12-07T00:00:00Z,1945-01-31T00:00:00Z,male,Mennonite Church in the Netherlands,linguist
Kūkai,natural causes,Japan,0774-01-01T00:00:00Z,0835-04-26T00:00:00Z,male,Shingon Buddhism,linguist
Maurice Baring,natural causes,United Kingdom of Great Britain and Ireland,1874-04-27T00:00:00Z,1945-12-14T00:00:00Z,male,Catholic Church,linguist
Galyani Vadhana,natural causes,United Kingdom,1923-05-06T00:00:00Z,2008-01-02T00:00:00Z,female,Buddhism,linguist
Graciliano Ramos,natural causes,Brazil,1892-10-27T00:00:00Z,1953-03-20T00:00:00Z,male,atheism,linguist
Richard Francis Burton,natural causes,United Kingdom,1821-03-19T00:00:00Z,1890-10-20T00:00:00Z,male,atheism,linguist
Janwillem van de Wetering,natural causes,United States of America,1931-03-12T00:00:00Z,2008-07-04T00:00:00Z,male,Buddhism,linguist
Jacob Grimm,natural causes,Germany,1785-01-04T00:00:00Z,1863-09-20T00:00:00Z,male,Catholic Church,linguist
Anna Abrikosova,natural causes,Soviet Union,1882-01-23T00:00:00Z,1936-07-23T00:00:00Z,female,Catholic Church,linguist
Vladimir Anić,natural causes,Croatia,1930-11-21T00:00:00Z,2000-11-30T00:00:00Z,male,atheism,linguist
Sejong the Great,natural causes,Joseon,1397-05-15T00:00:00Z,1450-04-08T00:00:00Z,male,Confucianism,linguist
Johan Huizinga,natural causes,Kingdom of the Netherlands,1872-01-01T00:00:00Z,1945-01-01T00:00:00Z,male,Mennonite Church in the Netherlands,linguist
Janwillem van de Wetering,natural causes,Kingdom of the Netherlands,1931-02-12T00:00:00Z,2008-07-04T00:00:00Z,male,Buddhism,linguist
Nicolae Iorga,homicide,Kingdom of Romania,1871-01-17T00:00:00Z,1940-11-27T00:00:00Z,male,Romanian Orthodox Church,linguist
Johan Huizinga,natural causes,Kingdom of the Netherlands,1872-01-01T00:00:00Z,1945-01-31T00:00:00Z,male,Mennonite Church in the Netherlands,linguist
Martin Opitz,natural causes,Polish–Lithuanian Commonwealth,1597-12-23T00:00:00Z,1639-08-20T00:00:00Z,male,Lutheranism,linguist
Alojz Rebula,natural causes,Socialist Federal Republic of Yugoslavia,1924-07-21T00:00:00Z,2018-10-23T00:00:00Z,male,Catholic Church,linguist
Charles de Foucauld,homicide,France,1858-09-15T00:00:00Z,1916-12-01T00:00:00Z,male,Catholic Church,linguist
Thomas Bridges,natural causes,United Kingdom of Great Britain and Ireland,1842-01-01T00:00:00Z,1898-07-15T00:00:00Z,male,Anglicanism,linguist
Jacob Grimm,natural causes,Prussia,1785-01-04T00:00:00Z,1863-09-20T00:00:00Z,male,Catholic Church,linguist
Maurice Baring,natural causes,United Kingdom,1874-04-27T00:00:00Z,1945-12-16T00:00:00Z,male,Catholic Church,linguist
Ajayi Crowther,natural causes,United Kingdom,1809-01-01T00:00:00Z,1891-12-31T00:00:00Z,male,Anglicanism,linguist
Kim Sun-il,homicide,South Korea,1970-09-13T00:00:00Z,2004-06-22T00:00:00Z,male,Protestantism,linguist
Janwillem van de Wetering,natural causes,United States of America,1931-02-12T00:00:00Z,2008-07-04T00:00:00Z,male,Buddhism,linguist
John Boswell,natural causes,United States of America,1947-03-20T00:00:00Z,1994-12-24T00:00:00Z,male,Catholic Church,linguist
Alojz Rebula,natural causes,Kingdom of Italy,1924-07-21T00:00:00Z,2018-10-23T00:00:00Z,male,Catholic Church,linguist
Alojz Rebula,natural causes,Slovenia,1924-07-21T00:00:00Z,2018-10-23T00:00:00Z,male,Catholic Church,linguist
Julius Nyerere,natural causes,Tanzania,1922-04-13T00:00:00Z,1999-10-14T00:00:00Z,male,Catholicism,linguist
Gavin Douglas,natural causes,Scotland,1474-01-01T00:00:00Z,1522-09-01T00:00:00Z,male,Catholic Church,linguist
Pier Paolo Pasolini,homicide,Kingdom of Italy,1922-03-05T00:00:00Z,1975-11-02T00:00:00Z,male,atheism,linguist
Barthold Fles,natural causes,Kingdom of the Netherlands,1902-02-07T00:00:00Z,1989-12-19T00:00:00Z,male,atheism,linguist
Frederic Baraga,natural causes,Austrian Empire,1797-06-29T00:00:00Z,1868-01-19T00:00:00Z,male,Catholic Church,linguist
Martin Opitz,natural causes,Germany,1597-12-23T00:00:00Z,1639-08-20T00:00:00Z,male,Lutheranism,linguist
Timothy John Byford,natural causes,Serbia,1941-07-25T00:00:00Z,2014-05-05T00:00:00Z,male,atheism,linguist
Maurice Baring,natural causes,United Kingdom,1874-04-27T00:00:00Z,1945-12-14T00:00:00Z,male,Catholic Church,linguist
Johan Huizinga,natural causes,Kingdom of the Netherlands,1872-12-07T00:00:00Z,1945-02-01T00:00:00Z,male,Mennonite Church in the Netherlands,linguist
Sol Steinmetz,natural causes,United States of America,1930-07-29T00:00:00Z,2010-10-13T00:00:00Z,male,Judaism,linguist
Wilhelm Kroll,natural causes,Prussia,1869-10-07T00:00:00Z,1939-04-21T00:00:00Z,male,Evangelical,linguist
Theodore Bibliander,natural causes,Switzerland,1500-01-01T00:00:00Z,1564-09-26T00:00:00Z,male,Protestantism,linguist
Konstantinas Sirvydas,natural causes,Polish–Lithuanian Commonwealth,1579-01-01T00:00:00Z,1631-08-08T00:00:00Z,male,Catholic Church,linguist
Cesare Pavese,suicide,Kingdom of Italy,1908-09-09T00:00:00Z,1950-08-27T00:00:00Z,male,atheism,linguist
Ajayi Crowther,natural causes,Nigeria,1806-01-01T00:00:00Z,1891-12-31T00:00:00Z,male,Anglicanism,linguist
Amos Oz,natural causes,Israel,1939-05-04T00:00:00Z,2018-12-28T00:00:00Z,male,Judaism,linguist
Alojz Rebula,natural causes,Italy,1924-07-21T00:00:00Z,2018-10-23T00:00:00Z,male,Catholic Church,linguist
Konstantinas Sirvydas,natural causes,Grand Duchy of Lithuania,1579-01-01T00:00:00Z,1631-08-08T00:00:00Z,male,Catholicism,linguist
Sejong the Great,natural causes,Joseon,1397-05-15T00:00:00Z,1450-04-08T00:00:00Z,male,Buddhism,linguist
Martín de Rada,natural causes,Spain,1533-07-10T00:00:00Z,1578-06-22T00:00:00Z,male,Catholic Church,linguist
Barthold Fles,natural causes,United States of America,1902-02-07T00:00:00Z,1989-12-19T00:00:00Z,male,atheism,linguist
Alojz Rebula,natural causes,Socialist Federal Republic of Yugoslavia,1924-06-21T00:00:00Z,2018-10-23T00:00:00Z,male,Catholic Church,linguist
Pier Paolo Pasolini,homicide,Italy,1922-03-05T00:00:00Z,1975-11-02T00:00:00Z,male,atheism,linguist
Nabi Bux Khan Baloch,natural causes,Pakistan,1917-12-16T00:00:00Z,2011-04-06T00:00:00Z,male,Islam,linguist
Johan Huizinga,natural causes,Kingdom of the Netherlands,1872-01-01T00:00:00Z,1945-02-01T00:00:00Z,male,Mennonite Church in the Netherlands,linguist
Edward Cadogan,suicide,United Kingdom of Great Britain and Ireland,1833-01-01T00:00:00Z,1890-04-16T00:00:00Z,male,Anglicanism,rower
Sarah Tait,natural causes,Australia,1983-01-23T00:00:00Z,2016-03-03T00:00:00Z,female,Anglicanism,rower
Edward Cadogan,suicide,Wales,1833-01-01T00:00:00Z,1890-04-16T00:00:00Z,male,Anglicanism,rower
César Mendoza Durán,natural causes,Chile,1918-09-11T00:00:00Z,1996-09-13T00:00:00Z,male,Catholicism,carabinier
Fridtjof Nansen,natural causes,Norway,1861-10-10T00:00:00Z,1930-05-13T00:00:00Z,male,atheism,polar explorer
Emmanuel Swedenborg,natural causes,Sweden,1688-01-29T00:00:00Z,1772-03-29T00:00:00Z,male,Lutheranism,mystic
Abraham Isaac Kook,natural causes,Mandatory Palestine,1865-09-07T00:00:00Z,1935-09-01T00:00:00Z,male,Judaism,mystic
Taras Shevchenko,natural causes,Russian Empire,1814-03-09T00:00:00Z,1861-03-10T00:00:00Z,male,Eastern Orthodox Church,ethnographer
Ruhollah Khomeini,natural causes,Iran,1902-09-24T00:00:00Z,1989-06-03T00:00:00Z,male,Christian,mystic
Leila Janah,natural causes,United States of America,1982-10-09T00:00:00Z,2020-01-24T00:00:00Z,female,apostasy in Catholicism,social entrepreneur
Ruhollah Khomeini,natural causes,Iran,1902-09-24T00:00:00Z,1989-06-04T00:00:00Z,male,Twelvers,mystic
Arlene Muriel MacIntyre,natural causes,United States of America,1935-01-01T00:00:00Z,2020-05-04T00:00:00Z,female,Episcopal Church,medical secretary
Paul Maki,suicide,Japan,1941-08-02T00:00:00Z,2005-04-22T00:00:00Z,male,Buddhism,owarai tarento
Therese Neumann,natural causes,Germany,1898-04-08T00:00:00Z,1962-09-18T00:00:00Z,female,Catholic Church,mystic
Egied Van Broeckhoven,accident,Belgium,1933-12-22T00:00:00Z,1967-12-28T00:00:00Z,male,Catholic Church,mystic
Ruhollah Khomeini,natural causes,Iran,1902-09-24T00:00:00Z,1989-06-03T00:00:00Z,male,Twelvers,mystic
Ruhollah Khomeini,natural causes,Iran,1902-09-24T00:00:00Z,1989-06-04T00:00:00Z,male,Christian,mystic
Esperanza Ridruejo,natural causes,Spain,1930-12-17T00:00:00Z,2019-05-06T00:00:00Z,female,Catholicism,mystic
Abraham Isaac Kook,natural causes,Ottoman Empire,1865-09-07T00:00:00Z,1935-09-01T00:00:00Z,male,Judaism,mystic
Nasim Najafi Aghdam,suicide,United States of America,1979-04-05T00:00:00Z,2018-04-03T00:00:00Z,female,Bahá'í Faith,activist
Kasturba Gandhi,natural causes,British India,1869-04-11T00:00:00Z,1944-02-22T00:00:00Z,female,Hinduism,activist
Reham Yacoub,homicide,Iraq,1991-12-28T00:00:00Z,2020-08-19T00:00:00Z,female,Islam,activist
Avijit Roy,homicide,United States of America,1972-09-12T00:00:00Z,2015-02-26T00:00:00Z,male,atheism,activist
James Hart Stern,natural causes,United States of America,1964-06-13T00:00:00Z,2019-10-11T00:00:00Z,male,Baptists,activist
Muhiyidin Moye,homicide,United States of America,1985-04-22T00:00:00Z,2018-02-06T00:00:00Z,male,Bahá'í Faith,activist
Ronald Segal,natural causes,South Africa,1932-01-01T00:00:00Z,2008-02-23T00:00:00Z,male,Judaism,activist
Prince Bernhard of the Netherlands,natural causes,Kingdom of the Netherlands,1911-06-29T00:00:00Z,2004-12-01T00:00:00Z,male,Dutch Reformed Church,activist
Lorraine Hansberry,natural causes,United States of America,1930-05-19T00:00:00Z,1965-01-12T00:00:00Z,female,atheism,activist
Prince Bernhard of the Netherlands,natural causes,Kingdom of the Netherlands,1911-06-29T00:00:00Z,2004-12-01T00:00:00Z,male,Church of Lippe,activist
Katherine Hughes,natural causes,Canada,1876-11-12T00:00:00Z,1925-04-26T00:00:00Z,female,Catholic Church,activist
Murray Rothbard,natural causes,United States of America,1926-03-02T00:00:00Z,1995-01-07T00:00:00Z,male,Christian,activist
Coretta Scott King,natural causes,United States of America,1927-04-27T00:00:00Z,2006-01-30T00:00:00Z,female,Baptists,activist
Dimche Sarvanov,suicide,Ottoman Empire,1879-01-01T00:00:00Z,1908-01-04T00:00:00Z,male,Eastern Orthodox Church,activist
Oliver Sacks,natural causes,United Kingdom,1933-07-09T00:00:00Z,2015-08-30T00:00:00Z,male,atheism,science communicator
Ronald Segal,natural causes,South Africa,1932-01-01T00:00:00Z,2008-01-01T00:00:00Z,male,Judaism,activist
Oksana Shachko,suicide,Ukraine,1987-01-31T00:00:00Z,2018-07-23T00:00:00Z,female,atheism,activist
Ronald Segal,natural causes,South Africa,1932-07-14T00:00:00Z,2008-02-23T00:00:00Z,male,Judaism,activist
Prince Bernhard of the Netherlands,natural causes,German Empire,1911-06-29T00:00:00Z,2004-12-01T00:00:00Z,male,Dutch Reformed Church,activist
Oksana Shachko,suicide,Soviet Union,1987-01-31T00:00:00Z,2018-07-23T00:00:00Z,female,atheism,activist
Errico Malatesta,natural causes,Kingdom of Italy,1853-12-04T00:00:00Z,1932-07-22T00:00:00Z,male,atheism,activist
Richard Feynman,natural causes,United States of America,1918-05-11T00:00:00Z,1988-02-15T00:00:00Z,male,atheism,science communicator
Jon Garth Murray,homicide,United States of America,1954-11-16T00:00:00Z,1995-09-29T00:00:00Z,male,atheism,activist
Yevhen Cherednichenko,natural causes,Ukraine,1982-08-31T00:00:00Z,2020-10-04T00:00:00Z,male,Christianity,activist
Peter Fox,natural causes,United Kingdom of Great Britain and Ireland,1830-01-01T00:00:00Z,1869-01-01T00:00:00Z,male,atheism,activist
Prince Bernhard of the Netherlands,natural causes,German Empire,1911-06-29T00:00:00Z,2004-12-01T00:00:00Z,male,Church of Lippe,activist
Peter Fox,natural causes,United Kingdom of Great Britain and Ireland,1830-01-01T00:00:00Z,1869-01-01T00:00:00Z,male,Religion of Humanity,activist
Helen John,natural causes,United Kingdom,1937-09-01T00:00:00Z,2017-11-05T00:00:00Z,female,Religious Society of Friends,activist
Ronald Segal,natural causes,South Africa,1932-07-14T00:00:00Z,2008-01-01T00:00:00Z,male,Judaism,activist
Yun Hyon-seok,suicide,South Korea,1984-08-07T00:00:00Z,2003-04-26T00:00:00Z,male,Roman Catholic,activist
Prince Bernhard of the Netherlands,natural causes,Weimar Republic,1911-06-29T00:00:00Z,2004-12-01T00:00:00Z,male,Dutch Reformed Church,activist
Poopathy Kanapathipillai,suicide,Sri Lanka,1932-11-03T00:00:00Z,1988-04-19T00:00:00Z,female,Hinduism,activist
María Auxiliadora Delgado,natural causes,Uruguay,1937-03-11T00:00:00Z,2019-07-31T00:00:00Z,female,Catholicism,activist
Ken Jones,natural causes,United Kingdom,1930-05-18T00:00:00Z,2015-08-02T00:00:00Z,male,Buddhism,activist
Ayik Umar Said,natural causes,France,1928-10-26T00:00:00Z,2011-10-08T00:00:00Z,male,Islam,activist
Carl Sagan,natural causes,United States of America,1934-11-09T00:00:00Z,1996-12-20T00:00:00Z,male,agnosticism,science communicator
Hugh Hefner,natural causes,United States of America,1926-04-09T00:00:00Z,2017-09-27T00:00:00Z,male,atheism,activist
Prince Bernhard of the Netherlands,natural causes,Weimar Republic,1911-06-29T00:00:00Z,2004-12-01T00:00:00Z,male,Church of Lippe,activist
Ken Jones,natural causes,Wales,1930-05-18T00:00:00Z,2015-08-02T00:00:00Z,male,Buddhism,activist
Faye Schenk,natural causes,United States of America,1909-08-17T00:00:00Z,1981-08-17T00:00:00Z,female,Judaism,activist
Hanan Porat,natural causes,Israel,1943-12-12T00:00:00Z,2011-10-04T00:00:00Z,male,Judaism,activist
Helen Gardiner,natural causes,Canada,1938-07-18T00:00:00Z,2008-07-22T00:00:00Z,female,Anglican Church of Canada,activist
Adelaide Anne Procter,natural causes,United Kingdom of Great Britain and Ireland,1825-10-30T00:00:00Z,1864-02-02T00:00:00Z,female,Catholic Church,activist
Abdullah Yusuf Azzam,homicide,State of Palestine,1941-01-01T00:00:00Z,1989-11-24T00:00:00Z,male,Kharijites,activist
Philip Berrigan,natural causes,United States of America,1923-10-05T00:00:00Z,2002-12-06T00:00:00Z,male,Catholic Church,activist
Avijit Roy,homicide,Bangladesh,1972-09-12T00:00:00Z,2015-02-26T00:00:00Z,male,atheism,activist
Clida Martinez Ellison,natural causes,United States of America,1937-01-01T00:00:00Z,2020-03-26T00:00:00Z,female,Catholicism,activist
Saul Alinsky,natural causes,United States of America,1909-01-30T00:00:00Z,1972-06-12T00:00:00Z,male,Judaism,activist
Clementa C. Pinckney,homicide,United States of America,1973-07-30T00:00:00Z,2015-06-17T00:00:00Z,male,African Methodist Episcopal Church,activist
Ludwig Wittgenstein,natural causes,Austria,1889-04-26T00:00:00Z,1951-04-29T00:00:00Z,male,agnosticism,logician
Fayez Banihammad,suicide,United Arab Emirates,1970-03-19T00:00:00Z,2001-09-11T00:00:00Z,male,Islam,terrorist
Abdulaziz al-Omari,suicide,Saudi Arabia,1979-05-28T00:00:00Z,2001-09-11T00:00:00Z,male,Islam,terrorist
Chérif Chekatt,homicide,France,1989-02-04T00:00:00Z,2018-12-13T00:00:00Z,male,Islam,terrorist
Bruce Edwards Ivins,suicide,United States of America,1946-04-22T00:00:00Z,2008-07-29T00:00:00Z,male,Catholicism,terrorist
Bertrand Russell,natural causes,United Kingdom of Great Britain and Ireland,1872-05-18T00:00:00Z,1970-02-02T00:00:00Z,male,agnosticism,logician
Petrus Ramus,homicide,France,1515-01-01T00:00:00Z,1572-09-05T00:00:00Z,male,Calvinism,logician
Lewis Carroll,natural causes,United Kingdom of Great Britain and Ireland,1832-01-27T00:00:00Z,1898-01-14T00:00:00Z,male,Anglicanism,logician
Marwan al-Shehhi,suicide,United Arab Emirates,1978-05-09T00:00:00Z,2001-09-11T00:00:00Z,male,Minecraft,terrorist
Marwan al-Shehhi,suicide,United Arab Emirates,1978-05-09T00:00:00Z,2001-09-11T00:00:00Z,male,Terrorist,terrorist
Ahmed al-Nami,suicide,Saudi Arabia,1977-12-07T00:00:00Z,2001-09-11T00:00:00Z,male,Islam,terrorist
Bertrand Russell,natural causes,United Kingdom,1872-05-18T00:00:00Z,1970-02-02T00:00:00Z,male,agnosticism,logician
Chérif Chekatt,homicide,France,1989-02-04T00:00:00Z,2018-12-12T00:00:00Z,male,Islam,terrorist
Lewis Carroll,natural causes,United Kingdom,1832-01-27T00:00:00Z,1898-01-14T00:00:00Z,male,Anglicanism,logician
Marwan al-Shehhi,suicide,United Arab Emirates,1978-05-09T00:00:00Z,2001-09-11T00:00:00Z,male,mule,terrorist
Alexander Zinoviev,natural causes,Russia,1922-10-29T00:00:00Z,2006-05-10T00:00:00Z,male,atheism,logician
Alexander Zinoviev,natural causes,Soviet Union,1922-10-29T00:00:00Z,2006-05-10T00:00:00Z,male,atheism,logician
Ludwig Wittgenstein,natural causes,United Kingdom,1889-04-26T00:00:00Z,1951-04-29T00:00:00Z,male,agnosticism,logician
Jean-Jacques Rousseau,natural causes,Republic of Geneva,1712-06-28T00:00:00Z,1778-07-02T00:00:00Z,male,Protestantism,musicologist
